Url,Zestimate,Price,Bathrooms,Bedrooms,Living Area,Home Type,Street Address,City,Zip,State,Country,Full Address,Latitude,Longitude,HOLC_Region,HOLC_Rating
https://www.zillow.com/homedetails/15-Mill-Rock-Rd-Hamden-CT-06517/57911749_zpid/,833328,865000,3,3,2800,SINGLE_FAMILY,15 Mill Rock Rd,Hamden,6517,CT,USA,15 Mill Rock Rd Hamden 6517 CT USA ,41.3376836,-72.9141041,A6,A
https://www.zillow.com/homedetails/120-Mill-Rock-Rd-Hamden-CT-06517/57925055_zpid/,449001,449000,3,4,2733,SINGLE_FAMILY,120 Mill Rock Rd,Hamden,6517,CT,USA,120 Mill Rock Rd Hamden 6517 CT USA ,41.3381486,-72.918903,A6,A
https://www.zillow.com/homedetails/85-Deepwood-Dr-Hamden-CT-06517/57911830_zpid/,326649,329000,1,3,1617,SINGLE_FAMILY,85 Deepwood Dr,Hamden,6517,CT,USA,85 Deepwood Dr Hamden 6517 CT USA ,41.3395989,-72.9162856,A6,A
https://www.zillow.com/homedetails/150-Deepwood-Dr-Hamden-CT-06517/57911474_zpid/,1905034,1999900,5,5,4541,SINGLE_FAMILY,150 Deepwood Dr,Hamden,6517,CT,USA,150 Deepwood Dr Hamden 6517 CT USA ,41.339314,-72.9192828,A6,A
https://www.zillow.com/homedetails/5-Saint-Ronan-Ter-New-Haven-CT-06511/57965149_zpid/,782876,825000,5,8,6228,SINGLE_FAMILY,5 Saint Ronan Ter,New Haven,6511,CT,USA,5 Saint Ronan Ter New Haven 6511 CT USA ,41.3222725,-72.9206564,A8,A
https://www.zillow.com/homedetails/425-Saint-Ronan-St-New-Haven-CT-06511/57964301_zpid/,1243254,1290000,7,6,6650,SINGLE_FAMILY,425 Saint Ronan St,New Haven,6511,CT,USA,425 Saint Ronan St New Haven 6511 CT USA ,41.327293,-72.9174957,A8,A
https://www.zillow.com/homedetails/495-Thompson-Ave-East-Haven-CT-06512/57910113_zpid/,335001,335000,3,3,1564,SINGLE_FAMILY,495 Thompson Ave,East Haven,6512,CT,USA,495 Thompson Ave East Haven 6512 CT USA ,41.274324,-72.8742786,B10,B
https://www.zillow.com/homedetails/15-Elm-Ct-East-Haven-CT-06512/57908873_zpid/,259001,259000,1,4,1056,SINGLE_FAMILY,15 Elm Ct,East Haven,6512,CT,USA,15 Elm Ct East Haven 6512 CT USA ,41.2808243,-72.8724325,B10,B
https://www.zillow.com/homedetails/41-Rowe-St-East-Haven-CT-06512/57905875_zpid/,193651,189000,1,1,1208,SINGLE_FAMILY,41 Rowe St,East Haven,6512,CT,USA,41 Rowe St East Haven 6512 CT USA ,41.2754562,-72.8714634,B10,B
https://www.zillow.com/homedetails/11-Dodge-Ave-East-Haven-CT-06512/57909327_zpid/,168121,149900,1,3,1072,SINGLE_FAMILY,11 Dodge Ave,East Haven,6512,CT,USA,11 Dodge Ave East Haven 6512 CT USA ,41.2695665,-72.872571,B10,B
